0.08145779730808732 5.676352448705984E-15 1.8317078313910707E-14 1.3535629855902366E-13 4.0182396684862295E-14 2.3571131839258655E-13 2.0264477788664015E-13 9.606012663212742E-14 9.904813901598627E-14 1.3641796116863745E-13 
0.1606474208736212 2.418413262002098E-14 1.2490953608983312E-14 1.1363224461144875E-14 2.4298872357612676E-15 1.7929655883247868E-13 5.874589573103095E-14 8.631912783881176E-14 1.325060910756578E-13 5.033622001594565E-14 
0.07095738039942645 5.605955686470473E-13 1.1102444697349509E-13 1.7469571130209472E-13 2.582637455622922E-15 1.5313432772452574E-13 1.017851309225467E-13 8.726002986751133E-14 4.808051586547952E-14 1.3297655027421657E-13 
0.26003663345385797 2.979799005508504E-14 2.3111884025254966E-14 3.5139166470495184E-13 8.703518875475088E-16 1.4286653654991102E-13 2.49839132690741E-14 1.0678141103636827E-14 1.3644672825960413E-13 1.2149811968327436E-16 
0.09296019909808784 1.0860201860942672E-14 3.670752351580821E-14 2.996548167807254E-14 1.990848487686811E-13 2.7796211221227874E-14 1.304805442333448E-13 1.6670696363155104E-14 7.316403264275154E-14 1.065613428856507E-14 
0.066174006105421 5.541088206048052E-13 1.0131654342263826E-13 6.834144744237948E-14 3.706834007254439E-13 2.506910428095941E-13 1.0399231203841986E-13 3.4206308386170507E-15 2.6365798843321014E-14 5.528682646143551E-14 
0.2557923538690887 5.506571192247131E-15 4.172179847121374E-14 3.162942601435336E-13 1.2370006225981674E-14 2.635881611980764E-13 9.913292107056948E-14 3.2719244039136824E-14 8.432029399918217E-14 2.2263512094875796E-13 
0.06318767196536171 1.7842047976805987E-13 8.278998461270287E-14 1.6085401495463705E-14 4.728796684928542E-15 1.518638053439815E-13 3.593564276935901E-13 1.15605283494806E-13 4.5218920366853396E-13 1.4526499239169293E-13 
0.07212997304045989 7.502189112731451E-15 3.603539638086317E-14 3.980767434190495E-14 3.3015662960416764E-14 1.4349011006342E-13 2.0521674034847082E-13 8.759805235605571E-14 1.6448051418486231E-13 4.049024524248631E-13 
0.21916279603193584 2.7193928354959304E-13 1.5512270111865673E-14 1.5731945671453615E-13 1.54081190627974E-13 1.748290212679077E-13 2.462704573228451E-13 2.8848184156666227E-14 2.1106460537291836E-13 2.629943323095663E-14 
0.06364054888660975 3.207077829491641E-13 1.0131654342263826E-13 6.834144744237948E-14 3.706834007254439E-13 1.9545056764895017E-14 8.447145045260581E-13 2.219507633379358E-16 3.481967248248143E-13 1.1630999869878772E-14 
0.023528023881211182 6.778478038258927E-17 1.4739462737350832E-13 2.868062380530266E-15 1.9258750050688765E-13 1.6969621781249E-13 2.0227228764470533E-13 8.607137521465967E-14 4.0007834592783125E-13 1.5527535204033904E-13 
0.06728902411327098 3.834415021096549E-14 5.178349851201049E-14 8.802662269514377E-15 1.1043546222184436E-14 1.6446741878236044E-13 1.945464720829021E-13 3.006510772531557E-15 1.4882291460378056E-14 1.409049072609901E-13 
0.0684005291384882 3.8377655896437535E-14 4.844401679780929E-14 1.7484159883481403E-13 1.7438663111224737E-14 3.119158001197846E-14 1.372369270211246E-13 3.1238236192501432E-15 2.075245531970604E-14 1.8458390722621927E-13 
